Accession_number	Start	End	Prediction_method
NC_009004	2103307	2116654	Dimob
NC_009004	2481927	2494318	Dimob
NC_008527	32305	40585	Dimob
NC_008527	100880	111879	Dimob
NC_008527	549125	556745	Dimob
NC_008527	603848	628019	Dimob
NC_008527	743541	767579	Dimob
NC_008527	1038857	1043824	Dimob
NC_008527	1081283	1087958	Dimob
NC_008527	1196585	1208724	Dimob
NC_008527	1265556	1275410	Dimob
NC_008527	1411107	1435466	Dimob
NC_008527	1498648	1504461	Dimob
NC_008527	1577805	1585215	Dimob
NC_008527	1689733	1692919	Dimob
NC_008527	1822146	1831321	Dimob
NC_008527	1992692	2004239	Dimob
NC_008527	2115168	2129645	Dimob
NC_008527	2395935	2427540	Dimob
NC_013656	92656	108566	Dimob
NC_013656	130940	144403	Dimob
NC_013656	664402	713983	Dimob
NC_013656	895645	899518	Dimob
NC_013656	1328028	1339152	Dimob
NC_013656	1531620	1551515	Dimob
NC_013656	1576338	1584049	Dimob
NC_013656	2063071	2073606	Dimob
NC_013656	2332809	2345842	Dimob
NC_013656	2504686	2520783	Dimob
NC_017949	30358	56777	Dimob
NC_017949	114407	122431	Dimob
NC_017949	603242	615632	Dimob
NC_017949	641322	650380	Dimob
NC_017949	670081	678221	Dimob
NC_017949	694150	706761	Dimob
NC_017949	779864	787328	Dimob
NC_017949	793383	803947	Dimob
NC_017949	862536	872112	Dimob
NC_017949	1030575	1042237	Dimob
NC_017949	1102338	1114165	Dimob
NC_017949	1201255	1210331	Dimob
NC_017949	1227734	1238665	Dimob
NC_017949	1332325	1354557	Dimob
NC_017949	1627049	1635757	Dimob
NC_017949	1683783	1691437	Dimob
NC_017949	2065234	2095306	Dimob
NC_017949	2104123	2117471	Dimob
NC_017949	2482743	2495134	Dimob
NC_017486	33470	53376	Dimob
NC_017486	557277	565961	Dimob
NC_017486	595978	619348	Dimob
NC_017486	922948	936013	Dimob
NC_017486	1239323	1250021	Dimob
NC_017486	1917786	1924332	Dimob
NC_017486	1930918	1937861	Dimob
NC_017486	2142037	2147255	Dimob
NC_017486	2269130	2285834	Dimob
NC_017492	32054	41919	Dimob
NC_017492	80450	88574	Dimob
NC_017492	101211	116866	Dimob
NC_017492	494223	503905	Dimob
NC_017492	624425	632478	Dimob
NC_017492	674563	684656	Dimob
NC_017492	694680	700171	Dimob
NC_017492	975010	989535	Dimob
NC_017492	1054745	1066464	Dimob
NC_017492	1202578	1214086	Dimob
NC_017492	1271391	1280529	Dimob
NC_017492	1399616	1408335	Dimob
NC_017492	1811620	1827894	Dimob
NC_017492	1934307	1939189	Dimob
NC_017492	1995399	2000815	Dimob
NC_017492	2110431	2125925	Dimob
NC_017492	2144326	2150811	Dimob
NC_017492	2175867	2192336	Dimob
NC_017492	2293987	2305788	Dimob
NC_019435	98253	113884	Dimob
NC_019435	132121	154458	Dimob
NC_019435	201704	219815	Dimob
NC_019435	465931	490456	Dimob
NC_019435	514888	520428	Dimob
NC_019435	572605	579549	Dimob
NC_019435	749911	775991	Dimob
NC_019435	913545	918124	Dimob
NC_019435	1165960	1180285	Dimob
NC_019435	1235941	1244874	Dimob
NC_019435	1372977	1378946	Dimob
NC_019435	1634929	1643054	Dimob
NC_019435	1706806	1717554	Dimob
NC_019435	1847675	1869009	Dimob
NC_019435	1975462	1981710	Dimob
NC_019435	2031344	2060367	Dimob
NC_019435	2096659	2113406	Dimob
NC_020450	589812	640957	Dimob
NC_020450	884017	901798	Dimob
NC_020450	1208992	1219634	Dimob
NC_020450	1733264	1756180	Dimob
NC_020450	1966562	1975038	Dimob
NC_022369	1864076	1907745	Dimob
NZ_CP009054	92654	108242	Dimob
NZ_CP009054	130937	144401	Dimob
NZ_CP009054	664652	714265	Dimob
NZ_CP009054	895920	899793	Dimob
NZ_CP009054	1337024	1350436	Dimob
NZ_CP009054	2070961	2081495	Dimob
NZ_CP009054	2461231	2477329	Dimob
NC_022593	64550	76808	Dimob
NC_022593	455138	463397	Dimob
NC_022593	521071	542031	Dimob
NC_022593	938154	951646	Dimob
NC_022593	965747	982868	Dimob
NC_022593	1191255	1198082	Dimob
NC_022593	1246592	1263303	Dimob
NC_022593	1342845	1353457	Dimob
NC_022593	1727782	1740020	Dimob
NC_022593	1852055	1859689	Dimob
NC_022593	2115466	2119547	Dimob
NC_022593	2217958	2230575	Dimob
NC_022593	2336753	2355549	Dimob
NC_022593	2463882	2479069	Dimob
NC_022593	2531788	2578687	Dimob
NZ_CP009472	666251	726395	Dimob
NZ_CP009472	1039146	1052934	Dimob
NZ_CP009472	1085290	1100532	Dimob
NZ_CP009472	1270285	1279643	Dimob
NZ_CP009472	2117423	2128336	Dimob
NZ_CP010050	32709	47579	Dimob
NZ_CP010050	425583	433548	Dimob
NZ_CP010050	598314	610866	Dimob
NZ_CP010050	636228	659576	Dimob
NZ_CP010050	889910	920184	Dimob
NZ_CP010050	1048177	1053041	Dimob
NZ_CP010050	1068290	1079335	Dimob
NZ_CP010050	1435198	1441489	Dimob
NZ_CP010050	2013747	2024874	Dimob
NZ_CP010050	2116546	2123086	Dimob
NZ_LT599049	194257	207535	Dimob
NZ_LT599049	277909	290663	Dimob
NZ_LT599049	448513	488843	Dimob
NZ_LT599049	924097	936945	Dimob
NZ_LT599049	967102	990507	Dimob
NZ_LT599049	1238445	1262363	Dimob
NZ_LT599049	1343913	1357658	Dimob
NZ_LT599049	1508529	1531045	Dimob
NZ_LT599049	1694984	1714288	Dimob
NZ_LT599049	1723465	1742604	Dimob
NZ_LT599049	1972774	1982872	Dimob
NZ_LT599049	2035601	2047161	Dimob
NZ_LT599049	2273998	2279540	Dimob
NZ_LT599049	2510371	2539099	Dimob
NZ_LT599049	2578731	2593791	Dimob
NC_012559	361329	383606	Dimob
NC_012559	1072378	1117218	Dimob
NC_012559	1301988	1328493	Dimob
NC_012559	1579520	1586775	Dimob
NC_012559	1647289	1663197	Dimob
NC_012559	1673244	1700178	Dimob
NC_012559	2461398	2480115	Dimob
NC_020127	216601	241495	Dimob
NC_014655	137363	224957	Dimob
NC_014655	276017	282836	Dimob
NC_014655	342870	354225	Dimob
NC_014655	442489	467619	Dimob
NC_014655	576647	595758	Dimob
NC_014655	836324	877515	Dimob
NC_014655	1082268	1129147	Dimob
NC_014655	1422807	1434682	Dimob
NC_014655	2094254	2103344	Dimob
NC_014655	2422926	2431512	Dimob
NC_014655	2658582	2686407	Dimob
NC_013861	22581	43319	Dimob
NC_013861	727359	736619	Dimob
NC_013861	1521137	1533526	Dimob
NC_013861	1912504	1938613	Dimob
NC_013861	2194236	2207262	Dimob
NC_013861	3331160	3364430	Dimob
NC_013861	3430448	3449641	Dimob
NC_013861	3481755	3507829	Dimob
NC_013861	3935273	3946428	Dimob
NC_002942	170703	186222	Dimob
NC_002942	1164904	1183306	Dimob
NC_002942	1372685	1394122	Dimob
NC_002942	2307879	2341561	Dimob
NC_002942	2345877	2366920	Dimob
NC_002942	2892417	2897619	Dimob
NC_006368	222190	233008	Dimob
NC_006368	850004	876846	Dimob
NC_006368	1208730	1212771	Dimob
NC_006368	1704900	1743623	Dimob
NC_006368	2193506	2217038	Dimob
NC_006368	2748993	2760432	Dimob
NC_006369	64742	74809	Dimob
NC_006369	224432	235023	Dimob
NC_006369	1207266	1220675	Dimob
NC_006369	1755441	1768045	Dimob
NC_006369	2116330	2135033	Dimob
NC_006369	2274621	2281503	Dimob
NC_009494	615234	620996	Dimob
NC_009494	1287855	1294860	Dimob
NC_009494	1455819	1466425	Dimob
NC_009494	1700482	1723448	Dimob
NC_009494	1977564	1990820	Dimob
NC_009494	2242778	2249669	Dimob
NC_009494	2296189	2323296	Dimob
NC_009494	2469483	2527407	Dimob
NC_009494	2787229	2817222	Dimob
NC_009494	2827080	2856991	Dimob
NC_009494	3062878	3076534	Dimob
NC_014125	213533	230835	Dimob
NC_014125	610415	621980	Dimob
NC_014125	1204372	1279946	Dimob
NC_014125	1972645	1985949	Dimob
NC_014125	2455491	2520454	Dimob
NC_016811	61975	70594	Dimob
NC_016811	172778	187236	Dimob
NC_016811	1114383	1144897	Dimob
NC_016811	2272302	2305698	Dimob
NC_016811	2315555	2330439	Dimob
NC_016811	2852833	2865070	Dimob
NC_018140	65654	73459	Dimob
NC_018140	182705	230610	Dimob
NC_018140	1219746	1231097	Dimob
NC_018140	1791679	1868063	Dimob
NC_018140	2306697	2336757	Dimob
NC_018140	2752102	2758749	Dimob
NC_018140	3072996	3083132	Dimob
NC_018139	185988	197928	Dimob
NC_018139	2100122	2122229	Dimob
NC_018139	2568795	2577515	Dimob
NC_018139	2623792	2656157	Dimob
NC_018139	2885354	2903912	Dimob
NC_018139	2952645	2961781	Dimob
NC_020521	492889	505592	Dimob
NC_020521	1029632	1039225	Dimob
NC_020521	1381686	1392235	Dimob
NC_020521	2243340	2263549	Dimob
NC_020521	3248945	3262525	Dimob
NC_020521	3362248	3368655	Dimob
NZ_CP014255	822760	842595	Dimob
NZ_CP014255	1501491	1521853	Dimob
NZ_CP014255	1634858	1646332	Dimob
NZ_CP014255	2070146	2099420	Dimob
NZ_CP014255	2507313	2513876	Dimob
NZ_CP014255	2525129	2592861	Dimob
NZ_CP014256	1183108	1215034	Dimob
NZ_CP014256	1642864	1670855	Dimob
NZ_CP014256	2092460	2104332	Dimob
NZ_CP014256	2216247	2238450	Dimob
NZ_CP014256	2900700	2956144	Dimob
NZ_CP014257	1120991	1188717	Dimob
NZ_CP014257	1201593	1207900	Dimob
NZ_CP014257	1616545	1644536	Dimob
NZ_CP014257	2066341	2078213	Dimob
NZ_CP014257	2190127	2212330	Dimob
NZ_CP014257	2870384	2886681	Dimob
NZ_CP012019	263686	277140	Dimob
NZ_CP012019	1195525	1203281	Dimob
NZ_CP012019	2115348	2126580	Dimob
NZ_CP012019	2681366	2690087	Dimob
NZ_CP012019	2738068	2745229	Dimob
NZ_CP012019	2987242	3022366	Dimob
NZ_CP012019	3071099	3075994	Dimob
NZ_CP012019	3160182	3169136	Dimob
NZ_CP011105	219853	237005	Dimob
NZ_CP011105	2155113	2172652	Dimob
NZ_CP011105	2386104	2392105	Dimob
NZ_CP011105	2417209	2430938	Dimob
NZ_CP011105	2695307	2703543	Dimob
NZ_CP011105	2805394	2842120	Dimob
NZ_CP011105	3062837	3084962	Dimob
NZ_CP011105	3133696	3138591	Dimob
NZ_CP015342	1130838	1198116	Dimob
NZ_CP015342	1404151	1414534	Dimob
NZ_CP015342	2191172	2208248	Dimob
NZ_CP015342	2356870	2366779	Dimob
NZ_CP015342	2674594	2685058	Dimob
NZ_CP015343	1131369	1198647	Dimob
NZ_CP015343	1404682	1415065	Dimob
NZ_CP015343	2191703	2208779	Dimob
NZ_CP015343	2357402	2367311	Dimob
NZ_CP015344	1131378	1198656	Dimob
NZ_CP015344	1404691	1415074	Dimob
NZ_CP015344	2191712	2208788	Dimob
NZ_CP015344	2328631	2355588	Dimob
NZ_CP015344	2368088	2377997	Dimob
NZ_CP015344	2684081	2695841	Dimob
NZ_CP016030	222558	234402	Dimob
NZ_CP016030	844332	871174	Dimob
NZ_CP016030	1200201	1204242	Dimob
NZ_CP016030	2177828	2201360	Dimob
NZ_CP016030	2733307	2759842	Dimob
NZ_CP016029	2177033	2188265	Dimob
NZ_CP016029	2432828	2446558	Dimob
NZ_CP016029	2725803	2733525	Dimob
NZ_CP016029	2779802	2812766	Dimob
NZ_CP016029	3034739	3045097	Dimob
NZ_CP016029	3125118	3137617	Dimob
NZ_CP016029	3415673	3432465	Dimob
NZ_CP015925	62628	71247	Dimob
NZ_CP015925	173431	187889	Dimob
NZ_CP015925	678522	713107	Dimob
NZ_CP015925	1172182	1190738	Dimob
NZ_CP015925	2317872	2330528	Dimob
NZ_CP015925	2671480	2688611	Dimob
NZ_CP015925	2908952	2921189	Dimob
NZ_CP015926	62178	70797	Dimob
NZ_CP015926	172982	187440	Dimob
NZ_CP015926	678068	705135	Dimob
NZ_CP015926	1167294	1185696	Dimob
NZ_CP015926	2358179	2370835	Dimob
NZ_CP015926	2895114	2907351	Dimob
NZ_CP015927	62628	71247	Dimob
NZ_CP015927	204400	225779	Dimob
NZ_CP015927	716409	745660	Dimob
NZ_CP015927	1213153	1231555	Dimob
NZ_CP015927	2404169	2416825	Dimob
NZ_CP015927	2940426	2952663	Dimob
NZ_CP015928	62628	71247	Dimob
NZ_CP015928	173431	187889	Dimob
NZ_CP015928	678519	707770	Dimob
NZ_CP015928	1175263	1193665	Dimob
NZ_CP015928	2365687	2378343	Dimob
NZ_CP015928	2901945	2914182	Dimob
NZ_CP015929	62628	71247	Dimob
NZ_CP015929	204400	225779	Dimob
NZ_CP015929	716409	745660	Dimob
NZ_CP015929	1213153	1231555	Dimob
NZ_CP015929	2404169	2416825	Dimob
NZ_CP015929	2940426	2952663	Dimob
NZ_CP015930	62629	71248	Dimob
NZ_CP015930	173432	187890	Dimob
NZ_CP015930	678518	707769	Dimob
NZ_CP015930	1175261	1193663	Dimob
NZ_CP015930	2366276	2378932	Dimob
NZ_CP015930	2902533	2914770	Dimob
NZ_CP015931	62628	71247	Dimob
NZ_CP015931	204400	225779	Dimob
NZ_CP015931	716409	745660	Dimob
NZ_CP015931	1213153	1231555	Dimob
NZ_CP015931	2404169	2416825	Dimob
NZ_CP015931	2940426	2952663	Dimob
NZ_CP015932	62628	71247	Dimob
NZ_CP015932	173431	187889	Dimob
NZ_CP015932	1185954	1204356	Dimob
NZ_CP015932	2408296	2419535	Dimob
NZ_CP015932	2950956	2963193	Dimob
NZ_CP015933	62628	71247	Dimob
NZ_CP015933	173431	187889	Dimob
NZ_CP015933	678518	713103	Dimob
NZ_CP015933	1174042	1192444	Dimob
NZ_CP015933	2319576	2332232	Dimob
NZ_CP015933	2673185	2690316	Dimob
NZ_CP015933	2910594	2922831	Dimob
NZ_CP015934	62628	71247	Dimob
NZ_CP015934	184844	223370	Dimob
NZ_CP015934	713997	746434	Dimob
NZ_CP015934	1208592	1226994	Dimob
NZ_CP015934	2354130	2366785	Dimob
NZ_CP015934	2707736	2724867	Dimob
NZ_CP015934	2945210	2957447	Dimob
NZ_CP015935	62628	71247	Dimob
NZ_CP015935	173431	187889	Dimob
NZ_CP015935	678519	703975	Dimob
NZ_CP015935	1166134	1184536	Dimob
NZ_CP015935	2311673	2324329	Dimob
NZ_CP015935	2665280	2682411	Dimob
NZ_CP015935	2902751	2914988	Dimob
NZ_CP015936	62628	71247	Dimob
NZ_CP015936	173431	187889	Dimob
NZ_CP015936	678525	713110	Dimob
NZ_CP015936	1175042	1193598	Dimob
NZ_CP015936	2322029	2334685	Dimob
NZ_CP015936	2675637	2692768	Dimob
NZ_CP015936	2913111	2925348	Dimob
NZ_CP015937	62628	71247	Dimob
NZ_CP015937	173431	187889	Dimob
NZ_CP015937	678519	713104	Dimob
NZ_CP015937	1174043	1192445	Dimob
NZ_CP015937	2319579	2332235	Dimob
NZ_CP015937	2673188	2690319	Dimob
NZ_CP015937	2910663	2922900	Dimob
NZ_CP015938	62628	71247	Dimob
NZ_CP015938	173431	187889	Dimob
NZ_CP015938	1173561	1191962	Dimob
NZ_CP015938	2317770	2330426	Dimob
NZ_CP015938	2852819	2865056	Dimob
NZ_CP015939	62628	71247	Dimob
NZ_CP015939	173431	187889	Dimob
NZ_CP015939	678518	713103	Dimob
NZ_CP015939	1176762	1195164	Dimob
NZ_CP015939	2322301	2334957	Dimob
NZ_CP015939	2675909	2693040	Dimob
NZ_CP015939	2913383	2925620	Dimob
NZ_CP015941	62628	71247	Dimob
NZ_CP015941	173431	187889	Dimob
NZ_CP015941	678517	713102	Dimob
NZ_CP015941	1174626	1193028	Dimob
NZ_CP015941	2320187	2332843	Dimob
NZ_CP015941	2627982	2642843	Dimob
NZ_CP015941	2905217	2917454	Dimob
NZ_CP015944	62628	71247	Dimob
NZ_CP015944	173431	187889	Dimob
NZ_CP015944	684374	718959	Dimob
NZ_CP015944	1181118	1199520	Dimob
NZ_CP015944	2326655	2339311	Dimob
NZ_CP015944	2861704	2873941	Dimob
NZ_CP015945	62628	71247	Dimob
NZ_CP015945	173431	187889	Dimob
NZ_CP015945	678518	709881	Dimob
NZ_CP015945	1172040	1190442	Dimob
NZ_CP015945	2151339	2178725	Dimob
NZ_CP015945	2319168	2331824	Dimob
NZ_CP015945	2672776	2689907	Dimob
NZ_CP015945	2910250	2922487	Dimob
NZ_CP015946	62628	71247	Dimob
NZ_CP015946	173431	187889	Dimob
NZ_CP015946	678519	709916	Dimob
NZ_CP015946	1177409	1195811	Dimob
NZ_CP015946	2368425	2381081	Dimob
NZ_CP015946	2904682	2916919	Dimob
NZ_CP015947	62628	71247	Dimob
NZ_CP015947	173431	187889	Dimob
NZ_CP015947	678518	709344	Dimob
NZ_CP015947	1170225	1188627	Dimob
NZ_CP015947	2315004	2324049	Dimob
NZ_CP015947	2592858	2609989	Dimob
NZ_CP015947	2830332	2842569	Dimob
NZ_CP015949	62628	71247	Dimob
NZ_CP015949	173431	187889	Dimob
NZ_CP015949	678519	707770	Dimob
NZ_CP015949	1175263	1195245	Dimob
NZ_CP015949	2270572	2309899	Dimob
NZ_CP015949	2369070	2380309	Dimob
NZ_CP015949	2721261	2738392	Dimob
NZ_CP015949	2958735	2970972	Dimob
NZ_CP015950	62628	71247	Dimob
NZ_CP015950	173431	187889	Dimob
NZ_CP015950	678519	715252	Dimob
NZ_CP015950	1175147	1193549	Dimob
NZ_CP015950	2320685	2333341	Dimob
NZ_CP015950	2674293	2691424	Dimob
NZ_CP015950	2911767	2924004	Dimob
NZ_CP015951	62628	71247	Dimob
NZ_CP015951	175095	189891	Dimob
NZ_CP015951	680521	712421	Dimob
NZ_CP015951	1177123	1194983	Dimob
NZ_CP015951	2322118	2334774	Dimob
NZ_CP015951	2675726	2702107	Dimob
NZ_CP015951	2913200	2925437	Dimob
NZ_CP015953	62628	71247	Dimob
NZ_CP015953	173431	187889	Dimob
NZ_CP015953	678519	712030	Dimob
NZ_CP015953	1172969	1191371	Dimob
NZ_CP015953	2320555	2333211	Dimob
NZ_CP015953	2674164	2691295	Dimob
NZ_CP015953	2911639	2923876	Dimob
NZ_CP015954	62627	73706	Dimob
NZ_CP015954	173429	187887	Dimob
NZ_CP015954	678517	713660	Dimob
NZ_CP015954	1181153	1199555	Dimob
NZ_CP015954	2160464	2187850	Dimob
NZ_CP015954	2329710	2340949	Dimob
NZ_CP015954	2681901	2699032	Dimob
NZ_CP015954	2919375	2931612	Dimob
NZ_CP015955	62628	71247	Dimob
NZ_CP015955	184844	223370	Dimob
NZ_CP015955	714000	748585	Dimob
NZ_CP015955	1210744	1229146	Dimob
NZ_CP015955	2356283	2368939	Dimob
NZ_CP015955	2709891	2727022	Dimob
NZ_CP015955	2947365	2959602	Dimob
NZ_CP015956	62178	70797	Dimob
NZ_CP015956	172981	187439	Dimob
NZ_CP015956	1179438	1197840	Dimob
NZ_CP015956	2325074	2337730	Dimob
NZ_CP015956	2860124	2872361	Dimob
NZ_CP016868	26999	33675	Dimob
NZ_CP016868	771388	787828	Dimob
NZ_CP016868	1141663	1152070	Dimob
NZ_CP016868	1686834	1700243	Dimob
NZ_CP016868	2675332	2686111	Dimob
NZ_CP016868	2794068	2804481	Dimob
NZ_CP016868	3272673	3283385	Dimob
NZ_CP016870	278633	292042	Dimob
NZ_CP016870	826802	839406	Dimob
NZ_CP016870	1187687	1207808	Dimob
NZ_CP016870	1347394	1355823	Dimob
NZ_CP016870	1943006	1952686	Dimob
NZ_CP016870	2054920	2067359	Dimob
NZ_CP016870	2536605	2546672	Dimob
NZ_CP016870	2649424	2670383	Dimob
NZ_CP016872	97885	113445	Dimob
NZ_CP016872	478849	489266	Dimob
NZ_CP016872	1025784	1035180	Dimob
NZ_CP016872	2640652	2653237	Dimob
NZ_CP016872	2982351	2991396	Dimob
NZ_CP016872	3307254	3316736	Dimob
NZ_CP016873	334272	346886	Dimob
NZ_CP016873	710092	725979	Dimob
NZ_CP016873	867527	877130	Dimob
NZ_CP016873	1192359	1208457	Dimob
NZ_CP016873	1424274	1431850	Dimob
NZ_CP016873	1533371	1542897	Dimob
NZ_CP016873	2157540	2163778	Dimob
NZ_CP016873	2774347	2780988	Dimob
NZ_CP016873	3140161	3161751	Dimob
NZ_CP016874	111464	121871	Dimob
NZ_CP016874	656637	670046	Dimob
NZ_CP016874	1645136	1655915	Dimob
NZ_CP016874	1763872	1774285	Dimob
NZ_CP016874	2242476	2253188	Dimob
NZ_CP016874	2360456	2367132	Dimob
NZ_CP016874	3104846	3121286	Dimob
NZ_CP016876	207147	223034	Dimob
NZ_CP016876	364582	374185	Dimob
NZ_CP016876	689412	705510	Dimob
NZ_CP016876	921327	928903	Dimob
NZ_CP016876	1030424	1039950	Dimob
NZ_CP016876	1654591	1660829	Dimob
NZ_CP016876	2271397	2278038	Dimob
NZ_CP016876	2635701	2657291	Dimob
NZ_CP016876	3193789	3206403	Dimob
NZ_CP017457	2581420	2610501	Dimob
NZ_CP017457	2633277	2679687	Dimob
NZ_CP017457	2830248	2839738	Dimob
NZ_CP017457	2924216	2935178	Dimob
NZ_CP017457	3108535	3117588	Dimob
NZ_CP017457	3439344	3444643	Dimob
NZ_CP017458	2322660	2361130	Dimob
NZ_CP017458	2807141	2816631	Dimob
NZ_CP017458	2901109	2912071	Dimob
NZ_CP017458	3424910	3430209	Dimob
NZ_CP013742	62628	71334	Dimob
NZ_CP013742	173401	186222	Dimob
NZ_CP013742	678518	713103	Dimob
NZ_CP013742	1174766	1193664	Dimob
NZ_CP013742	2356235	2378924	Dimob
NZ_CP013742	2902526	2915229	Dimob
NZ_CP014760	1131091	1198664	Dimob
NZ_CP014760	1215622	1221631	Dimob
NZ_CP014760	1406428	1416811	Dimob
NZ_CP014760	2193449	2210501	Dimob
NZ_CP014760	2311116	2369056	Dimob
NZ_CP014760	2675142	2685606	Dimob
NZ_CP014760	2699064	2710800	Dimob
NZ_LT632615	1117587	1176202	Dimob
NZ_LT632615	1185236	1193519	Dimob
NZ_LT632615	2298580	2319501	Dimob
NZ_LT632615	2696698	2707166	Dimob
NZ_LT632615	2733567	2760389	Dimob
NZ_LT632615	3083962	3092925	Dimob
NZ_LT632615	3376033	3394942	Dimob
NZ_LT632614	219731	236885	Dimob
NZ_LT632614	2179288	2187802	Dimob
NZ_LT632614	2433292	2446096	Dimob
NZ_LT632614	2714961	2744634	Dimob
NZ_LT632614	2767642	2799623	Dimob
NZ_LT632614	3021597	3031982	Dimob
NZ_LT632614	3111976	3124475	Dimob
NZ_LT632614	3401499	3418291	Dimob
NZ_LT632616	61987	70693	Dimob
NZ_LT632616	172760	185581	Dimob
NZ_LT632616	1085216	1090517	Dimob
NZ_LT632616	1179040	1197938	Dimob
NZ_LT632616	2384540	2416889	Dimob
NZ_LT632616	2422538	2445227	Dimob
NZ_LT632616	2967621	2980324	Dimob
NZ_LT632617	1045131	1053650	Dimob
NZ_LT632617	1952420	1967818	Dimob
NZ_LT632617	2492938	2513362	Dimob
NZ_LT632617	2730262	2746896	Dimob
NC_006087	241047	251306	Dimob
NC_006087	354497	406765	Dimob
NC_006087	559248	578582	Dimob
NC_006087	2296278	2309459	Dimob
NC_006087	2357667	2364432	Dimob
NC_006087	2450796	2490387	Dimob
NC_006087	2526787	2535262	Dimob
NC_022438	158938	170132	Dimob
NC_022438	650447	658080	Dimob
NC_022438	892644	916662	Dimob
NC_022438	1139229	1156124	Dimob
NC_022438	1295203	1302477	Dimob
NC_022438	1588736	1634845	Dimob
NC_022438	1850232	1858993	Dimob
NC_022438	2136339	2172947	Dimob
NC_022438	2344324	2368609	Dimob
NZ_CP014761	1249229	1296859	Dimob
NZ_CP014761	2014526	2033116	Dimob
NC_023135	777435	790658	Dimob
NC_023135	1300626	1314300	Dimob
NC_023135	1655446	1685034	Dimob
NC_023135	2129258	2167534	Dimob
NC_023135	3063222	3130503	Dimob
NC_023135	3311056	3324604	Dimob
NC_023135	3450921	3463966	Dimob
NC_023135	3483707	3495756	Dimob
NC_023135	3510864	3524753	Dimob
NC_023135	3554291	3568434	Dimob
NC_023135	3831596	3852219	Dimob
NC_019683	69352	84810	Dimob
NC_019683	680324	684585	Dimob
NC_019683	980809	1013403	Dimob
NC_019683	1756179	1760458	Dimob
NC_019683	2142132	2154116	Dimob
NC_019683	2343424	2349400	Dimob
NC_019683	2680909	2699193	Dimob
NC_019683	3646577	3664138	Dimob
NC_019683	3703168	3709619	Dimob
NC_019683	3924295	3933785	Dimob
NC_019683	4071605	4089098	Dimob
NC_019683	4110185	4115618	Dimob
NC_019683	4126038	4258350	Dimob
NC_019683	4297665	4307787	Dimob
NC_019683	4318021	4331471	Dimob
NC_019683	4527585	4561388	Dimob
NC_019683	5034736	5063549	Dimob
NZ_CP013021	371219	378972	Dimob
NZ_CP013021	804523	824620	Dimob
NZ_CP013021	1213259	1221428	Dimob
NZ_CP013021	1716246	1740269	Dimob
NZ_CP013021	2398212	2460513	Dimob
NZ_CP013021	2473974	2503632	Dimob
NZ_CP013021	2576675	2581332	Dimob
NZ_CP013021	3275131	3287557	Dimob
NZ_CP013021	3405066	3420005	Dimob
NZ_CP013021	3571852	3591717	Dimob
NZ_CP013021	3632623	3655621	Dimob
NZ_CP013021	3757976	3769584	Dimob
NZ_CP013021	3986893	4008094	Dimob
NC_010842	417600	445680	Dimob
NC_010602	412030	440110	Dimob
NC_008508	440030	452225	Dimob
NC_008508	475981	492580	Dimob
NC_008508	505747	521867	Dimob
NC_008508	771247	794414	Dimob
NC_008508	1006665	1017935	Dimob
NC_008508	1255676	1262446	Dimob
NC_008508	1369520	1458517	Dimob
NC_008508	1682042	1693825	Dimob
NC_008508	1733052	1748422	Dimob
NC_008508	1822034	1834230	Dimob
NC_008508	2116296	2125629	Dimob
NC_008508	2382110	2395362	Dimob
NC_008508	2468631	2472823	Dimob
NC_008508	2572905	2589142	Dimob
NC_008508	2640870	2664703	Dimob
NC_008508	2960924	2977332	Dimob
NC_008508	3181138	3187946	Dimob
NC_008508	3280265	3296428	Dimob
NC_008509	69451	81936	Dimob
NC_008509	237098	252271	Dimob
NC_008510	365479	380519	Dimob
NC_008510	472953	482499	Dimob
NC_008510	511177	517150	Dimob
NC_008510	681787	701412	Dimob
NC_008510	961429	971282	Dimob
NC_008510	998128	1011274	Dimob
NC_008510	1030024	1036644	Dimob
NC_008510	1102453	1108917	Dimob
NC_008510	1327411	1417407	Dimob
NC_008510	1580311	1592507	Dimob
NC_008510	2165906	2179745	Dimob
NC_008510	2188367	2199644	Dimob
NC_008510	2606173	2622401	Dimob
NC_008510	2822274	2838553	Dimob
NC_008510	2873777	2894423	Dimob
NC_008510	3195862	3206745	Dimob
NC_008510	3249166	3273422	Dimob
NC_008511	219164	234714	Dimob
NZ_CP012029	90090	98509	Dimob
NZ_CP012029	372049	416321	Dimob
NZ_CP012029	656776	667490	Dimob
NZ_CP012029	853513	894273	Dimob
NZ_CP012029	1529352	1578004	Dimob
NZ_CP012029	2185606	2191982	Dimob
NZ_CP012029	2207062	2214179	Dimob
NZ_CP012029	2222169	2226857	Dimob
NZ_CP012029	2606662	2640417	Dimob
NZ_CP012029	2656901	2685481	Dimob
NZ_CP012029	2881721	2901938	Dimob
NZ_CP012030	235790	250732	Dimob
NC_005823	387955	397924	Dimob
NC_005823	574161	619155	Dimob
NC_005823	797586	815462	Dimob
NC_005823	907257	922683	Dimob
NC_005823	938916	952454	Dimob
NC_005823	1240869	1256873	Dimob
NC_005823	1827759	1851471	Dimob
NC_005823	2355975	2369698	Dimob
NC_005823	2454821	2488140	Dimob
NC_005823	3215932	3224893	Dimob
NC_005823	3489577	3514918	Dimob
NC_005823	3730663	3742034	Dimob
NC_005823	4133958	4141932	Dimob
NC_004342	195061	197935	Dimob
NC_004342	389037	399006	Dimob
