contigName	contigLen	totalAvgDepth	metaspades_perc100_sorted.bam	metaspades_perc100_sorted.bam-var
NODE_26854_length_524_cov_1.053305	524	0.933155	0.933155	0.0625442
NODE_26855_length_524_cov_1.049041	524	0.930481	0.930481	0.0648594
NODE_26856_length_523_cov_4.758547	523	5.39678	5.39678	6.42816
NODE_26857_length_523_cov_4.027778	523	5.44772	5.44772	4.70491
NODE_26858_length_523_cov_2.944444	523	3.98123	3.98123	2.03997
NODE_26859_length_523_cov_2.771368	523	2.84718	2.84718	1.71045
NODE_26860_length_523_cov_2.561966	523	1.6059	1.6059	0.239427
NODE_26861_length_523_cov_2.410256	523	2.24129	2.24129	0.635171
NODE_26862_length_523_cov_2.286325	523	2.85791	2.85791	0.503949
NODE_26863_length_523_cov_2.247863	523	2.93029	2.93029	0.887601
NODE_26864_length_523_cov_2.228632	523	3.51743	3.51743	1.15897
NODE_26865_length_523_cov_2.222222	523	2.65416	2.65416	1.82899
NODE_26866_length_523_cov_2.168803	523	2.72922	2.72922	1.69261
NODE_26867_length_523_cov_2.130342	523	2.2681	2.2681	0.739761
NODE_26868_length_523_cov_2.049145	523	2.85523	2.85523	0.495113
NODE_26869_length_523_cov_2.029915	523	3.3941	3.3941	0.502869
NODE_26870_length_523_cov_2.008547	523	2.24397	2.24397	0.335481
NODE_26871_length_523_cov_1.993590	523	2.96515	2.96515	1.36707
NODE_26872_length_523_cov_1.967949	523	2.93029	2.93029	0.715558
NODE_26873_length_523_cov_1.955128	523	2.01609	2.01609	0.881462
NODE_26874_length_523_cov_1.927350	523	2.74799	2.74799	0.344921
NODE_26875_length_523_cov_1.908120	523	2.64075	2.64075	0.424356
NODE_26876_length_523_cov_1.895299	523	2.90885	2.90885	1.29275
NODE_26877_length_523_cov_1.893162	523	2.20912	2.20912	0.746477
NODE_26878_length_523_cov_1.880342	523	2.46917	2.46917	2.42714
NODE_26879_length_523_cov_1.861111	523	2.16622	2.16622	0.241114
NODE_26880_length_523_cov_1.854701	523	1.09115	1.09115	0.841129
NODE_26881_length_523_cov_1.831197	523	2.02681	2.02681	0.91326
NODE_26882_length_523_cov_1.792735	523	2.86327	2.86327	0.537706
NODE_26883_length_523_cov_1.779915	523	2.16354	2.16354	0.701679
NODE_26884_length_523_cov_1.769231	523	2.6756	2.6756	0.45631
NODE_26885_length_523_cov_1.747863	523	2.9437	2.9437	1.03177
NODE_26886_length_523_cov_1.707265	523	2.82306	2.82306	1.07613
NODE_26887_length_523_cov_1.700855	523	2.29759	2.29759	0.623569
NODE_26888_length_523_cov_1.688034	523	2.94906	2.94906	0.693633
NODE_26889_length_523_cov_1.688034	523	1.71582	1.71582	0.666337
NODE_26890_length_523_cov_1.645299	523	2.72118	2.72118	0.303771
NODE_26891_length_523_cov_1.638889	523	2.58445	2.58445	0.318791
NODE_26892_length_523_cov_1.606838	523	2.90349	2.90349	0.641195
NODE_26893_length_523_cov_1.589744	523	0.935657	0.935657	0.0603653
NODE_26894_length_523_cov_1.529915	523	2.27346	2.27346	0.677709
NODE_26895_length_523_cov_1.527778	523	1.12601	1.12601	0.701825
NODE_26896_length_523_cov_1.525641	523	2.18499	2.18499	0.328591
NODE_26897_length_523_cov_1.521368	523	2.2252	2.2252	0.551298
NODE_26898_length_523_cov_1.472222	523	1.60858	1.60858	0.238852
NODE_26899_length_523_cov_1.395299	523	1.57641	1.57641	0.244817
NODE_26900_length_523_cov_1.378205	523	2.15818	2.15818	0.133515
NODE_26901_length_523_cov_1.365385	523	2.21984	2.21984	0.17197
NODE_26902_length_523_cov_1.365385	523	1.59786	1.59786	0.24107
NODE_26903_length_523_cov_1.354701	523	2.2118	2.2118	0.167387
NODE_26904_length_523_cov_1.326923	523	1.6756	1.6756	0.235881
NODE_26905_length_523_cov_1.303419	523	1.59249	1.59249	0.242094
NODE_26906_length_523_cov_1.264957	523	2.26273	2.26273	0.377022
NODE_26907_length_523_cov_1.262821	523	0.997319	0.997319	0.00268098
NODE_26908_length_523_cov_1.258547	523	1.60322	1.60322	0.239989
NODE_26909_length_523_cov_1.254274	523	1.13941	1.13941	0.593416
NODE_26910_length_523_cov_1.250000	523	2.20912	2.20912	0.413144
NODE_26911_length_523_cov_1.224359	523	1.64343	1.64343	0.348325
NODE_26912_length_523_cov_1.202991	523	1.54155	1.54155	0.248941
NODE_26913_length_523_cov_1.179487	523	0.938338	0.938338	0.0580151
NODE_26914_length_523_cov_1.147436	523	0.461126	0.461126	0.249158
NODE_26915_length_523_cov_1.136752	523	1.60858	1.60858	0.238851
NODE_26916_length_523_cov_1.106838	523	1.60054	1.60054	0.240537
NODE_26917_length_523_cov_1.047009	523	1.60858	1.60858	0.238851
NODE_26918_length_523_cov_1.027778	523	1.57105	1.57105	0.245611
NODE_26919_length_523_cov_1.014957	523	1.13137	1.13137	0.630548
NODE_26920_length_522_cov_3.798715	522	5.3629	5.3629	4.45285
NODE_26921_length_522_cov_2.993576	522	4.36559	4.36559	0.561399
NODE_26922_length_522_cov_2.905782	522	2.77688	2.77688	0.696712
NODE_26923_length_522_cov_2.543897	522	2.8172	2.8172	1.57836
NODE_26924_length_522_cov_2.468951	522	4.08065	4.08065	1.57299
NODE_26925_length_522_cov_2.398287	522	3.62366	3.62366	1.85798
NODE_26926_length_522_cov_2.361884	522	3.48656	3.48656	1.39874
NODE_26927_length_522_cov_2.359743	522	2.77419	2.77419	0.514913
NODE_26928_length_522_cov_2.319058	522	2.28495	2.28495	0.635568
NODE_26929_length_522_cov_2.316916	522	3.56183	3.56183	1.76706
NODE_26930_length_522_cov_2.316916	522	2.95161	2.95161	1.65264
NODE_26931_length_522_cov_2.207709	522	2.84946	2.84946	0.678086
NODE_26932_length_522_cov_2.194861	522	3.33602	3.33602	0.665762
NODE_26933_length_522_cov_2.192719	522	3.50538	3.50538	1.02692
NODE_26934_length_522_cov_2.154176	522	2.66398	2.66398	0.504037
NODE_26935_length_522_cov_2.087794	522	3.62634	3.62634	1.75488
NODE_26936_length_522_cov_2.087794	522	2.95699	2.95699	1.62617
NODE_26937_length_522_cov_2.059957	522	1.76613	1.76613	0.368337
NODE_26938_length_522_cov_2.021413	522	2.94086	2.94086	1.02075
NODE_26939_length_522_cov_2.014989	522	2.8629	2.8629	0.50137
NODE_26940_length_522_cov_2.008565	522	2.83065	2.83065	0.793345
NODE_26941_length_522_cov_1.910064	522	2.72581	2.72581	1.82758
NODE_26942_length_522_cov_1.899358	522	2.12366	2.12366	0.901111
NODE_26943_length_522_cov_1.899358	522	1.75806	1.75806	1.06799
NODE_26944_length_522_cov_1.897216	522	2.94624	2.94624	0.924325
NODE_26945_length_522_cov_1.882227	522	2.98118	2.98118	1.12364
NODE_26946_length_522_cov_1.873662	522	2.74194	2.74194	0.450742
NODE_26947_length_522_cov_1.869379	522	2.27688	2.27688	0.615854
NODE_26948_length_522_cov_1.862955	522	2.77688	2.77688	0.513426
NODE_26949_length_522_cov_1.858672	522	2.18817	2.18817	0.363419
NODE_26950_length_522_cov_1.847966	522	2.07796	2.07796	0.605764
NODE_26951_length_522_cov_1.832976	522	2.86559	2.86559	0.504797
NODE_26952_length_522_cov_1.828694	522	2.70968	2.70968	0.562388
NODE_26953_length_522_cov_1.798715	522	1.71774	1.71774	0.294778
NODE_26954_length_522_cov_1.775161	522	2.76882	2.76882	0.803551
NODE_26955_length_522_cov_1.755889	522	1.60753	1.60753	0.23908
NODE_26956_length_522_cov_1.719486	522	2.69892	2.69892	0.270294
NODE_26957_length_522_cov_1.691649	522	2.48118	2.48118	1.59263
NODE_26958_length_522_cov_1.691649	522	2.22849	2.22849	0.608027
NODE_26959_length_522_cov_1.685225	522	2.77419	2.77419	0.741327
NODE_26960_length_522_cov_1.655246	522	1.6129	1.6129	0.237892
NODE_26961_length_522_cov_1.640257	522	1.77957	1.77957	0.883891
NODE_26962_length_522_cov_1.543897	522	2.93817	2.93817	0.591856
NODE_26963_length_522_cov_1.477516	522	2.1586	2.1586	0.209279
NODE_26964_length_522_cov_1.458244	522	1.52151	1.52151	0.250211
NODE_26965_length_522_cov_1.436831	522	1.58065	1.58065	0.244152
NODE_26966_length_522_cov_1.415418	522	2.22849	2.22849	0.50021
NODE_26967_length_522_cov_1.413276	522	2.28495	2.28495	0.667913
NODE_26968_length_522_cov_1.413276	522	2.27957	2.27957	0.794941
NODE_26969_length_522_cov_1.404711	522	2.2957	2.2957	0.456799
NODE_26970_length_522_cov_1.346895	522	1.58602	1.58602	0.243255
NODE_26971_length_522_cov_1.336188	522	2.14785	2.14785	0.126329
NODE_26972_length_522_cov_1.308351	522	2.17742	2.17742	0.378141
NODE_26973_length_522_cov_1.297645	522	1.61022	1.61022	0.238493
NODE_26974_length_522_cov_1.291221	522	1.64247	1.64247	0.230321
NODE_26975_length_522_cov_1.235546	522	1.65591	1.65591	1.04571
NODE_26976_length_522_cov_1.194861	522	2.06989	2.06989	0.415586
NODE_26977_length_522_cov_1.182013	522	1.7043	1.7043	0.300466
NODE_26978_length_522_cov_1.154176	522	1.57258	1.57258	0.245391
NODE_26979_length_522_cov_1.053533	522	1.53495	1.53495	0.24945
NODE_26980_length_522_cov_1.053533	522	1.60753	1.60753	0.239081
NODE_26981_length_522_cov_1.053533	522	0.927419	0.927419	0.0674942
NODE_26982_length_522_cov_1.047109	522	1.6129	1.6129	0.237892
NODE_26983_length_522_cov_1.017131	522	0.94086	0.94086	0.0557925
NODE_26984_length_521_cov_3.957082	521	5.61456	5.61456	4.4213
NODE_26985_length_521_cov_2.886266	521	4.03234	4.03234	1.33949
NODE_26986_length_521_cov_2.830472	521	3.56873	3.56873	2.68378
NODE_26987_length_521_cov_2.630901	521	3.34501	3.34501	0.794162
NODE_26988_length_521_cov_2.500000	521	3.53369	3.53369	3.109
NODE_26989_length_521_cov_2.381974	521	4.03504	4.03504	1.60148
NODE_26990_length_521_cov_2.358369	521	3.59569	3.59569	1.05772
NODE_26991_length_521_cov_2.351931	521	3.4097	3.4097	2.26953
NODE_26992_length_521_cov_2.345494	521	3.58491	3.58491	1.34615
NODE_26993_length_521_cov_2.218884	521	3.36388	3.36388	0.983443
NODE_26994_length_521_cov_2.141631	521	2.60647	2.60647	0.358229
NODE_26995_length_521_cov_2.124464	521	2.17251	2.17251	0.424216
NODE_26996_length_521_cov_2.083691	521	3.21024	3.21024	1.44757
NODE_26997_length_521_cov_1.989270	521	2.95957	2.95957	1.5416
NODE_26998_length_521_cov_1.989270	521	2.78976	2.78976	0.496221
NODE_26999_length_521_cov_1.972103	521	2.84906	2.84906	0.625802
NODE_27000_length_521_cov_1.942060	521	2.09973	2.09973	0.625164
NODE_27001_length_521_cov_1.920601	521	2.4717	2.4717	1.02284
NODE_27002_length_521_cov_1.907725	521	2.78976	2.78976	0.566489
NODE_27003_length_521_cov_1.903433	521	2.62534	2.62534	0.234924
NODE_27004_length_521_cov_1.881974	521	2.26415	2.26415	0.546253
NODE_27005_length_521_cov_1.796137	521	2.18868	2.18868	0.19133
NODE_27006_length_521_cov_1.791845	521	2.25606	2.25606	0.326145
NODE_27007_length_521_cov_1.633047	521	2.32615	2.32615	0.723074
NODE_27008_length_521_cov_1.613734	521	2.20485	2.20485	0.660626
NODE_27009_length_521_cov_1.566524	521	2.18059	2.18059	0.272704
NODE_27010_length_521_cov_1.502146	521	1.55256	1.55256	0.247905
NODE_27011_length_521_cov_1.502146	521	2.37736	2.37736	0.949107
NODE_27012_length_521_cov_1.429185	521	2.27493	2.27493	0.59448
NODE_27013_length_521_cov_1.386266	521	1.78437	1.78437	0.396621
NODE_27014_length_521_cov_1.309013	521	2.03774	2.03774	0.0364099
NODE_27015_length_521_cov_1.296137	521	2.12938	2.12938	0.112945
NODE_27016_length_521_cov_1.257511	521	2.27763	2.27763	0.390282
NODE_27017_length_521_cov_1.255365	521	1.61456	1.61456	0.237517
NODE_27018_length_521_cov_1.203863	521	1.61725	1.61725	0.23689
NODE_27019_length_521_cov_1.195279	521	1.60647	1.60647	0.239309
NODE_27020_length_521_cov_1.190987	521	1.61186	1.61186	0.238129
NODE_27021_length_521_cov_1.182403	521	1.61725	1.61725	0.23689
NODE_27022_length_521_cov_1.182403	521	1.08625	1.08625	0.770919
NODE_27023_length_521_cov_1.154506	521	1.61456	1.61456	0.237517
NODE_27024_length_521_cov_1.120172	521	2.23181	2.23181	0.551526
NODE_27025_length_521_cov_1.118026	521	2.12399	2.12399	0.50891
NODE_27026_length_521_cov_1.115880	521	1.61456	1.61456	0.237517
NODE_27027_length_521_cov_1.103004	521	0.927224	0.927224	0.0676624
NODE_27028_length_521_cov_1.072961	521	1.63342	1.63342	0.232826
NODE_27029_length_521_cov_1.057940	521	1.14016	1.14016	0.245167
NODE_27030_length_521_cov_1.055794	521	0.940701	0.940701	0.0559339
NODE_27031_length_521_cov_1.042918	521	1.60647	1.60647	0.23931
NODE_27032_length_521_cov_1.004292	521	1.6442	1.6442	0.229825
NODE_27033_length_520_cov_3.225806	520	3.27838	3.27838	0.607933
NODE_27034_length_520_cov_3.047312	520	4.95946	4.95946	2.76529
NODE_27035_length_520_cov_2.692473	520	3.67838	3.67838	4.4193
NODE_27036_length_520_cov_2.490323	520	3.47568	3.47568	1.20401
NODE_27037_length_520_cov_2.473118	520	3.58919	3.58919	2.30773
NODE_27038_length_520_cov_2.434409	520	3.45946	3.45946	1.1867
NODE_27039_length_520_cov_2.384946	520	3.4	3.4	2.26774
NODE_27040_length_520_cov_2.348387	520	3.31622	3.31622	0.644993
NODE_27041_length_520_cov_2.230108	520	2.97027	2.97027	1.6712
NODE_27042_length_520_cov_2.187097	520	2.74054	2.74054	0.441984
NODE_27043_length_520_cov_2.165591	520	3.52432	3.52432	1.849
NODE_27044_length_520_cov_2.088172	520	2.80541	2.80541	0.514877
NODE_27045_length_520_cov_2.021505	520	2.90541	2.90541	0.817586
NODE_27046_length_520_cov_1.995699	520	2.20811	2.20811	0.631369
NODE_27047_length_520_cov_1.989247	520	2.88108	2.88108	0.544087
NODE_27048_length_520_cov_1.987097	520	1.65405	1.65405	0.351544
NODE_27049_length_520_cov_1.967742	520	2.28378	2.28378	0.415184
NODE_27050_length_520_cov_1.931183	520	2.8973	2.8973	3.56124
NODE_27051_length_520_cov_1.870968	520	2.81892	2.81892	0.457636
NODE_27052_length_520_cov_1.843011	520	1.71351	1.71351	0.286268
NODE_27053_length_520_cov_1.836559	520	2.58378	2.58378	0.30868
NODE_27054_length_520_cov_1.804301	520	2.81622	2.81622	0.432257
NODE_27055_length_520_cov_1.797849	520	2.95676	2.95676	1.3965
NODE_27056_length_520_cov_1.739785	520	2.18108	2.18108	0.295035
NODE_27057_length_520_cov_1.724731	520	1.65135	1.65135	0.227708
NODE_27058_length_520_cov_1.701075	520	2.21622	2.21622	0.587272
NODE_27059_length_520_cov_1.664516	520	2.42162	2.42162	1.16593
NODE_27060_length_520_cov_1.651613	520	2.66216	2.66216	0.240571
NODE_27061_length_520_cov_1.636559	520	1.81892	1.81892	0.457636
NODE_27062_length_520_cov_1.602151	520	1.61622	1.61622	0.237135
NODE_27063_length_520_cov_1.509677	520	1.62162	1.62162	0.235846
NODE_27064_length_520_cov_1.464516	520	2.15676	2.15676	0.446907
NODE_27065_length_520_cov_1.438710	520	2.1973	2.1973	0.679125
NODE_27066_length_520_cov_1.425806	520	2.95946	2.95946	0.835749
NODE_27067_length_520_cov_1.406452	520	1.55135	1.55135	0.248033
NODE_27068_length_520_cov_1.402151	520	0.945946	0.945946	0.0512709
NODE_27069_length_520_cov_1.395699	520	1.61892	1.61892	0.236498
NODE_27070_length_520_cov_1.387097	520	1.82162	1.82162	0.889502
NODE_27071_length_520_cov_1.374194	520	2.20811	2.20811	0.66389
NODE_27072_length_520_cov_1.339785	520	2.17027	2.17027	0.81917
NODE_27073_length_520_cov_1.326882	520	1.54054	1.54054	0.249029
NODE_27074_length_520_cov_1.316129	520	2.88919	2.88919	0.868448
NODE_27075_length_520_cov_1.275269	520	1.61351	1.61351	0.237756
NODE_27076_length_520_cov_1.247312	520	2.28919	2.28919	0.672239
NODE_27077_length_520_cov_1.234409	520	1.61892	1.61892	0.236498
NODE_27078_length_520_cov_1.184946	520	0.945946	0.945946	0.0512709
NODE_27079_length_520_cov_1.182796	520	1.61081	1.61081	0.238365
NODE_27080_length_520_cov_1.165591	520	1.56216	1.56216	0.246804
NODE_27081_length_520_cov_1.163441	520	1.61892	1.61892	0.236498
NODE_27082_length_520_cov_1.156989	520	1.57027	1.57027	0.245727
NODE_27083_length_520_cov_1.131183	520	1.61622	1.61622	0.237134
NODE_27084_length_520_cov_1.107527	520	0.943243	0.943243	0.0536806
NODE_27085_length_520_cov_1.094624	520	1.57027	1.57027	0.245727
NODE_27086_length_520_cov_1.070968	520	1.59189	1.59189	0.24221
NODE_27087_length_520_cov_1.070968	520	1.48649	1.48649	0.250495
NODE_27088_length_520_cov_1.010753	520	0.945946	0.945946	0.0512709
NODE_27089_length_520_cov_1.008602	520	1.61892	1.61892	0.236498
NODE_27090_length_519_cov_3.245690	519	4.14905	4.14905	1.81196
NODE_27091_length_519_cov_2.956897	519	4.91599	4.91599	4.29999
NODE_27092_length_519_cov_2.782328	519	2.94309	2.94309	1.11904
NODE_27093_length_519_cov_2.721983	519	4.05962	4.05962	1.55078
NODE_27094_length_519_cov_2.661638	519	4.08672	4.08672	1.65007
NODE_27095_length_519_cov_2.601293	519	3.95935	3.95935	1.22932
NODE_27096_length_519_cov_2.545259	519	2.90244	2.90244	0.637195
NODE_27097_length_519_cov_2.443966	519	3.30894	3.30894	2.99669
NODE_27098_length_519_cov_2.400862	519	3.60705	3.60705	1.8968
NODE_27099_length_519_cov_2.390086	519	2.83469	2.83469	0.45901
NODE_27100_length_519_cov_2.381466	519	2.91057	2.91057	1.08165
NODE_27101_length_519_cov_2.377155	519	3.38482	3.38482	0.726511
NODE_27102_length_519_cov_2.338362	519	3.23306	3.23306	3.23902
NODE_27103_length_519_cov_2.306034	519	2.92683	2.92683	1.12779
NODE_27104_length_519_cov_2.301724	519	2.94309	2.94309	0.619035
NODE_27105_length_519_cov_2.295259	519	2.45257	2.45257	2.63974
NODE_27106_length_519_cov_2.288793	519	3.43902	3.43902	1.01326
NODE_27107_length_519_cov_2.260776	519	2.76965	2.76965	1.30821
NODE_27108_length_519_cov_2.254310	519	2.74797	2.74797	0.379243
NODE_27109_length_519_cov_2.245690	519	2.5393	2.5393	0.260001
NODE_27110_length_519_cov_2.221983	519	2.271	2.271	0.562228
NODE_27111_length_519_cov_2.206897	519	2.77236	2.77236	0.540429
NODE_27112_length_519_cov_2.204741	519	3.31978	3.31978	0.484417
NODE_27113_length_519_cov_2.170259	519	2.15447	2.15447	0.592923
NODE_27114_length_519_cov_2.168103	519	2.17615	2.17615	0.68356
NODE_27115_length_519_cov_2.168103	519	2.71274	2.71274	0.286821
NODE_27116_length_519_cov_2.103448	519	2.14092	2.14092	0.137696
NODE_27117_length_519_cov_2.062500	519	2.30081	2.30081	0.482633
NODE_27118_length_519_cov_2.030172	519	3.43089	3.43089	1.6372
NODE_27119_length_519_cov_2.008621	519	2.72087	2.72087	2.37568
NODE_27120_length_519_cov_1.954741	519	2.85908	2.85908	1.12682
NODE_27121_length_519_cov_1.943966	519	2.11924	2.11924	0.811831
NODE_27122_length_519_cov_1.885776	519	2.60705	2.60705	0.402235
NODE_27123_length_519_cov_1.875000	519	2.3252	2.3252	0.682001
NODE_27124_length_519_cov_1.870690	519	2.9729	2.9729	1.46122
NODE_27125_length_519_cov_1.866379	519	2.69106	2.69106	0.355382
NODE_27126_length_519_cov_1.838362	519	2.98103	2.98103	1.17083
NODE_27127_length_519_cov_1.786638	519	1.57182	1.57182	0.245508
NODE_27128_length_519_cov_1.758621	519	2.76423	2.76423	0.354586
NODE_27129_length_519_cov_1.730603	519	1.82927	1.82927	0.609357
NODE_27130_length_519_cov_1.724138	519	2.96477	2.96477	1.083
NODE_27131_length_519_cov_1.721983	519	2.79404	2.79404	0.91942
NODE_27132_length_519_cov_1.713362	519	1.60705	1.60705	0.239189
NODE_27133_length_519_cov_1.650862	519	2.93767	2.93767	0.67817
NODE_27134_length_519_cov_1.605603	519	2.14634	2.14634	0.603526
NODE_27135_length_519_cov_1.599138	519	2.89973	2.89973	0.536115
NODE_27136_length_519_cov_1.590517	519	2.36856	2.36856	0.505095
NODE_27137_length_519_cov_1.577586	519	2.05149	2.05149	0.0489719
NODE_27138_length_519_cov_1.575431	519	2.11653	2.11653	0.711928
NODE_27139_length_519_cov_1.564655	519	2.28455	2.28455	0.720437
NODE_27140_length_519_cov_1.547414	519	1.66396	1.66396	1.72372
NODE_27141_length_519_cov_1.528017	519	1.78862	1.78862	0.569327
NODE_27142_length_519_cov_1.519397	519	2.73713	2.73713	0.569299
NODE_27143_length_519_cov_1.515086	519	1.57724	1.57724	0.244697
NODE_27144_length_519_cov_1.512931	519	1.6206	1.6206	0.236097
NODE_27145_length_519_cov_1.506466	519	1.62331	1.62331	0.235434
NODE_27146_length_519_cov_1.500000	519	2.09756	2.09756	0.544805
NODE_27147_length_519_cov_1.489224	519	2.27642	2.27642	0.407078
NODE_27148_length_519_cov_1.482759	519	2.29539	2.29539	0.589135
NODE_27149_length_519_cov_1.480603	519	2.25745	2.25745	0.58843
NODE_27150_length_519_cov_1.469828	519	2.2168	2.2168	0.420261
NODE_27151_length_519_cov_1.452586	519	1.62331	1.62331	0.235434
NODE_27152_length_519_cov_1.452586	519	1.74526	1.74526	0.347974
NODE_27153_length_519_cov_1.437500	519	2.13279	2.13279	0.626338
NODE_27154_length_519_cov_1.435345	519	2.11111	2.11111	0.349033
NODE_27155_length_519_cov_1.418103	519	1.76152	1.76152	0.350582
NODE_27156_length_519_cov_1.403017	519	2.26829	2.26829	0.240324
NODE_27157_length_519_cov_1.390086	519	2.21951	2.21951	0.400054
NODE_27158_length_519_cov_1.357759	519	2.11653	2.11653	0.255406
NODE_27159_length_519_cov_1.284483	519	1.15176	1.15176	0.216037
NODE_27160_length_519_cov_1.234914	519	2.28455	2.28455	0.323701
NODE_27161_length_519_cov_1.185345	519	1.61789	1.61789	0.236744
NODE_27162_length_519_cov_1.155172	519	1.62331	1.62331	0.235434
NODE_27163_length_519_cov_1.148707	519	1.14634	1.14634	0.435048
NODE_27164_length_519_cov_1.122845	519	1.62602	1.62602	0.234755
NODE_27165_length_519_cov_1.120690	519	1.6206	1.6206	0.236097
NODE_27166_length_519_cov_1.094828	519	1.62331	1.62331	0.235434
NODE_27167_length_519_cov_1.077586	519	1.62331	1.62331	0.235434
NODE_27168_length_519_cov_1.047414	519	1.6206	1.6206	0.236097
NODE_27169_length_519_cov_1.036638	519	1.62331	1.62331	0.235434
NODE_27170_length_519_cov_1.034483	519	0.945799	0.945799	0.051402
NODE_27171_length_519_cov_0.978448	519	1.11111	1.11111	0.158816
NODE_27172_length_519_cov_0.952586	519	1.61789	1.61789	0.236744
NODE_27173_length_518_cov_2.846652	518	3.1413	3.1413	0.345101
NODE_27174_length_518_cov_2.771058	518	3.55435	3.55435	1.28859
NODE_27175_length_518_cov_2.464363	518	3.48098	3.48098	1.99964
NODE_27176_length_518_cov_2.455724	518	3.47826	3.47826	1.0404
NODE_27177_length_518_cov_2.427646	518	3.55435	3.55435	2.64009
NODE_27178_length_518_cov_2.410367	518	3.5	3.5	1.04632
NODE_27179_length_518_cov_2.406048	518	2.84239	2.84239	1.85521
NODE_27180_length_518_cov_2.369330	518	3.4837	3.4837	1.01336
NODE_27181_length_518_cov_2.105832	518	3.20109	3.20109	0.962176
NODE_27182_length_518_cov_2.053996	518	2.92391	2.92391	1.54188
NODE_27183_length_518_cov_2.006479	518	2.98098	2.98098	1.34841
NODE_27184_length_518_cov_1.956803	518	2.22554	2.22554	0.578418
NODE_27185_length_518_cov_1.939525	518	2.0788	2.0788	0.895681
NODE_27186_length_518_cov_1.935205	518	2.9837	2.9837	1.17139
NODE_27187_length_518_cov_1.933045	518	2.83967	2.83967	0.489211
NODE_27188_length_518_cov_1.930886	518	3.3288	3.3288	1.03873
NODE_27189_length_518_cov_1.868251	518	2.84511	2.84511	0.71981
NODE_27190_length_518_cov_1.838013	518	2.84239	2.84239	0.912422
NODE_27191_length_518_cov_1.829374	518	1.62772	1.62772	0.234325
NODE_27192_length_518_cov_1.822894	518	2.91304	2.91304	0.831655
NODE_27193_length_518_cov_1.816415	518	2.18207	2.18207	1.20654
NODE_27194_length_518_cov_1.777538	518	1.83424	1.83424	0.907053
NODE_27195_length_518_cov_1.766739	518	2.92663	2.92663	1.05455
NODE_27196_length_518_cov_1.753780	518	2.46739	2.46739	1.29594
NODE_27197_length_518_cov_1.732181	518	2.32065	2.32065	0.539955
NODE_27198_length_518_cov_1.717063	518	2.0625	2.0625	0.827146
NODE_27199_length_518_cov_1.714903	518	2.77174	2.77174	0.44367
NODE_27200_length_518_cov_1.684665	518	2.27446	2.27446	0.673787
NODE_27201_length_518_cov_1.669546	518	2.61413	2.61413	0.275767
NODE_27202_length_518_cov_1.669546	518	2.77989	2.77989	0.973216
NODE_27203_length_518_cov_1.656587	518	1.48913	1.48913	0.250563
NODE_27204_length_518_cov_1.624190	518	1.63315	1.63315	0.232903
NODE_27205_length_518_cov_1.606911	518	2.30707	2.30707	0.600277
NODE_27206_length_518_cov_1.557235	518	1.83424	1.83424	1.07054
NODE_27207_length_518_cov_1.550756	518	1.44837	1.44837	0.302504
NODE_27208_length_518_cov_1.514039	518	1.50272	1.50272	0.250673
NODE_27209_length_518_cov_1.496760	518	2.29348	2.29348	0.801922
NODE_27210_length_518_cov_1.494600	518	2.2962	2.2962	0.841185
NODE_27211_length_518_cov_1.451404	518	2.28804	2.28804	0.750593
NODE_27212_length_518_cov_1.451404	518	1.09239	1.09239	0.841579
NODE_27213_length_518_cov_1.390929	518	0.945652	0.945652	0.0515346
NODE_27214_length_518_cov_1.345572	518	2.12772	2.12772	0.531328
NODE_27215_length_518_cov_1.339093	518	2.18207	2.18207	0.4654
NODE_27216_length_518_cov_1.302376	518	2.11957	2.11957	0.367137
NODE_27217_length_518_cov_1.282937	518	1.00815	1.00815	0.00810778
NODE_27218_length_518_cov_1.203024	518	1.56522	1.56522	0.246416
NODE_27219_length_518_cov_1.187905	518	1.625	1.625	0.235014
NODE_27220_length_518_cov_1.183585	518	0.94837	0.94837	0.0490985
NODE_27221_length_518_cov_1.166307	518	2.19022	2.19022	0.154454
NODE_27222_length_518_cov_1.125270	518	1.61957	1.61957	0.236346
NODE_27223_length_518_cov_1.118790	518	1.57065	1.57065	0.245677
NODE_27224_length_518_cov_1.028078	518	1.625	1.625	0.235014
NODE_27225_length_518_cov_1.008639	518	1.61957	1.61957	0.236346
NODE_27226_length_517_cov_786.067100	517	606.619	606.619	38121
NODE_27227_length_517_cov_4.393939	517	2.92916	2.92916	0.727208
NODE_27228_length_517_cov_3.625541	517	4.43869	4.43869	3.13761
NODE_27229_length_517_cov_3.411255	517	4.89646	4.89646	4.57942
NODE_27230_length_517_cov_3.170996	517	4.04087	4.04087	1.5639
NODE_27231_length_517_cov_3.101732	517	4.03542	4.03542	1.06705
NODE_27232_length_517_cov_3.051948	517	4.13624	4.13624	3.44587
NODE_27233_length_517_cov_2.915584	517	4.26431	4.26431	2.34799
NODE_27234_length_517_cov_2.913420	517	4.00545	4.00545	1.78139
NODE_27235_length_517_cov_2.787879	517	3.95368	3.95368	0.645391
NODE_27236_length_517_cov_2.744589	517	3.95368	3.95368	1.11533
NODE_27237_length_517_cov_2.441558	517	2.98365	2.98365	0.655471
NODE_27238_length_517_cov_2.422078	517	3.05722	3.05722	1.17431
NODE_27239_length_517_cov_2.409091	517	3.52044	3.52044	2.58359
NODE_27240_length_517_cov_2.372294	517	3.37057	3.37057	0.807658
